id,name,name_fr,name_ar,sector,category,sub_category,address,lat,lon,phone,website,opening_hours,operator,brand,source,source_type,source_url,confidence_score,is_verified,osm_amenity,osm_shop
osm_node_1746921502,,,,wellness,hairdresser,,,33.5963077,-7.6282618,,,,,,OSM,osm,https://www.openstreetmap.org/node/1746921502,0.6,False,,hairdresser
osm_node_2383572052,salon younes,,,wellness,hairdresser,,,33.511482,-7.6485843,,,,,,OSM,osm,https://www.openstreetmap.org/node/2383572052,0.6,False,,hairdresser
osm_node_2714832031,Au premier,,,wellness,beauty,,,33.591351,-7.635103,,,,,,OSM,osm,https://www.openstreetmap.org/node/2714832031,0.6,False,,beauty
osm_node_2902579701,Topara,,,wellness,beauty,,,33.5727913,-7.6203653,,,,,,OSM,osm,https://www.openstreetmap.org/node/2902579701,0.6,False,,beauty
osm_node_2903251741,Au 9 Art et Beauté,,,wellness,hairdresser,,,33.5723557,-7.6573646,,,,,,OSM,osm,https://www.openstreetmap.org/node/2903251741,0.6,False,,hairdresser
osm_node_2903614168,Axe Optic,,,wellness,optician,,,33.5731871,-7.6567208,,,,,,OSM,osm,https://www.openstreetmap.org/node/2903614168,0.6,False,,optician
osm_node_2903614172,Lady Fitness,,,wellness,fitness,,,33.5734016,-7.6563561,,,,,,OSM,osm,https://www.openstreetmap.org/node/2903614172,0.6,False,,
osm_node_2903614194,Gymnasia,,,wellness,fitness,,,33.5707623,-7.6513564,,,,,,OSM,osm,https://www.openstreetmap.org/node/2903614194,0.6,False,,
osm_node_2903614195,Gola,,,wellness,optician,,,33.5707579,-7.6512491,,,,,,OSM,osm,https://www.openstreetmap.org/node/2903614195,0.6,False,,optician
osm_node_2903627414,City Club,,,wellness,fitness,,,33.5707112,-7.6262212,,,,,City Club,OSM,osm,https://www.openstreetmap.org/node/2903627414,0.6,False,,
osm_node_2903627420,Sport plus,,,wellness,fitness,,,33.5692205,-7.625784,,,,,,OSM,osm,https://www.openstreetmap.org/node/2903627420,0.6,False,,
osm_node_2935936901,Casa Sun,,,wellness,beauty,,,33.583878,-7.615435,,,,,,OSM,osm,https://www.openstreetmap.org/node/2935936901,0.6,False,,beauty
osm_node_3091356733,Angel,,,wellness,hairdresser,,Rue Ibn Yakdane,33.5879758,-7.6423673,+212 5 22 39 58 17,,,,,OSM,osm,https://www.openstreetmap.org/node/3091356733,0.6,False,,hairdresser
osm_node_3091401742,Lucie Saint Clair,,,wellness,hairdresser,,,33.5868547,-7.6411616,,,,,,OSM,osm,https://www.openstreetmap.org/node/3091401742,0.6,False,,hairdresser
osm_node_3199803561,Optique Rousseau,,,wellness,optician,,Rue Jean-Jacques Rousseau,33.5933612,-7.6242125,,,,,,OSM,osm,https://www.openstreetmap.org/node/3199803561,0.6,False,,optician
osm_node_3207894468,Cabinet de réeducation et de réadaptation physique,,,wellness,fitness,,,33.5948782,-7.6269251,,,,,,OSM,osm,https://www.openstreetmap.org/node/3207894468,0.6,False,,
osm_node_3207902461,Biocorp,,,wellness,fitness,,,33.593723,-7.6272456,,,,,,OSM,osm,https://www.openstreetmap.org/node/3207902461,0.6,False,,
osm_node_3228678354,Salon de Coiffure Monalisa,,,wellness,hairdresser,,,33.5856362,-7.5827098,,,,,,OSM,osm,https://www.openstreetmap.org/node/3228678354,0.6,False,,hairdresser
osm_node_3505973417,opticien,,,wellness,optician,,,33.5941896,-7.6184618,,,,,,OSM,osm,https://www.openstreetmap.org/node/3505973417,0.6,False,,optician
osm_node_3506012441,oscar (vente de produits de beauté),,,wellness,beauty,,,33.593873,-7.618331,,,,,,OSM,osm,https://www.openstreetmap.org/node/3506012441,0.6,False,,cosmetics
osm_node_3981494274,New life fitness,,,wellness,fitness,,,33.6006532,-7.6334953,,,,,,OSM,osm,https://www.openstreetmap.org/node/3981494274,0.6,False,,
osm_node_3984259307,,,,wellness,hairdresser,,,33.6005811,-7.6359695,,,,,,OSM,osm,https://www.openstreetmap.org/node/3984259307,0.6,False,,hairdresser
osm_node_3984259309,,,,wellness,hairdresser,,,33.6013747,-7.6334609,,,,,,OSM,osm,https://www.openstreetmap.org/node/3984259309,0.6,False,,hairdresser
osm_node_4106115791,Bijerch,,,wellness,hairdresser,,Boulevards Mohammed 5,33.5921093,-7.5951004,,,,,,OSM,osm,https://www.openstreetmap.org/node/4106115791,0.6,False,,hairdresser
osm_node_4193871790,Salon VIP,,,wellness,hairdresser,,,33.5948845,-7.6175066,,,,,,OSM,osm,https://www.openstreetmap.org/node/4193871790,0.6,False,,hairdresser
osm_node_4193873618,Option d'optique,,,wellness,optician,,,33.5949244,-7.6172763,,,,,,OSM,osm,https://www.openstreetmap.org/node/4193873618,0.6,False,,optician
osm_node_4193931680,Yves Rocher,Yves Rocher,,wellness,beauty,,,33.5951284,-7.6150056,,,,,Yves Rocher,OSM,osm,https://www.openstreetmap.org/node/4193931680,0.6,False,,cosmetics
osm_node_4225325203,Chez Jaid,,,wellness,hairdresser,,Boulevard de la Liberté,33.5867519,-7.6118585,,,,,,OSM,osm,https://www.openstreetmap.org/node/4225325203,0.6,False,,hairdresser
osm_node_4225325204,Coiffure Abderrahim,,,wellness,hairdresser,,Rue de Balaabak,33.5872946,-7.6124748,,,,,,OSM,osm,https://www.openstreetmap.org/node/4225325204,0.6,False,,hairdresser
osm_node_4225325217,Le Grand Casa,,,wellness,hairdresser,,Boulevard de la Liberté,33.5864994,-7.6116963,,,,,,OSM,osm,https://www.openstreetmap.org/node/4225325217,0.6,False,,hairdresser
osm_node_4225325259,,,,wellness,hairdresser,,Boulevard d'Alsace,33.585817,-7.612097,,,,,,OSM,osm,https://www.openstreetmap.org/node/4225325259,0.6,False,,hairdresser
osm_node_4446776590,,,,wellness,beauty,,,33.5946408,-7.6412953,,,,,,OSM,osm,https://www.openstreetmap.org/node/4446776590,0.6,False,,cosmetics
osm_node_4547898090,Club Nabil جمعية نبيل,Club Nabil,جمعية نبيل,wellness,fitness,,,33.5465499,-7.6024994,,,,,,OSM,osm,https://www.openstreetmap.org/node/4547898090,0.6,False,,
osm_node_4694201589,City Club,City club mohamed 5,,wellness,fitness,,,33.5933779,-7.6054521,,,,,City Club,OSM,osm,https://www.openstreetmap.org/node/4694201589,0.6,False,,
osm_node_4954539021,Noor نور,Noor,نور,wellness,hairdresser,,Rue Najib Mahfoud زنقة نجيب محفوظ,33.5905697,-7.6326716,+212 5 22 26 23 52,,Tu-Su 09:30-18:30,,,OSM,osm,https://www.openstreetmap.org/node/4954539021,0.6,False,,hairdresser
osm_node_5083556788,Complexe Sportif Al Firdaouss,,,wellness,fitness,,,33.557439,-7.669176,+212 522 93 15 39,http://www.csfcasa.com/,,,,OSM,osm,https://www.openstreetmap.org/node/5083556788,0.6,False,,
osm_node_5111051021,Casaforme,,,wellness,fitness,,Boulevard Modibo Keita,33.5615291,-7.6119479,,,24/7,,,OSM,osm,https://www.openstreetmap.org/node/5111051021,0.6,False,,
osm_node_5243518535,sarrasins,sarrasins,,wellness,beauty,,,33.5505314,-7.6804977,,,,,,OSM,osm,https://www.openstreetmap.org/node/5243518535,0.6,False,,beauty
osm_node_5420577825,,,,wellness,beauty,,,33.6074748,-7.5403507,,,,,,OSM,osm,https://www.openstreetmap.org/node/5420577825,0.6,False,,cosmetics
osm_node_5420577826,,,,wellness,beauty,,,33.6075391,-7.5396487,,,,,,OSM,osm,https://www.openstreetmap.org/node/5420577826,0.6,False,,beauty
osm_node_5420613421,,,,wellness,hairdresser,,,33.607896,-7.5411524,,,,,,OSM,osm,https://www.openstreetmap.org/node/5420613421,0.6,False,,hairdresser
osm_node_5579516426,Maison d'Opticia,,,wellness,optician,,Avenue 2 Mars,33.5751331,-7.6155907,,,,,,OSM,osm,https://www.openstreetmap.org/node/5579516426,0.6,False,,optician
osm_node_5579637829,Lens Optic,,,wellness,optician,,Avenue 2 Mars,33.5717765,-7.6138312,,,,,,OSM,osm,https://www.openstreetmap.org/node/5579637829,0.6,False,,optician
osm_node_5582923418,Notroptic,,,wellness,optician,,Avenue 2 Mars,33.5398745,-7.5999648,,,,,,OSM,osm,https://www.openstreetmap.org/node/5582923418,0.6,False,,optician
osm_node_5589450914,Youre Style,,,wellness,hairdresser,,Rue 54,33.5708647,-7.5874744,,,,,,OSM,osm,https://www.openstreetmap.org/node/5589450914,0.6,False,,hairdresser
osm_node_5633168166,Mail Optic,,,wellness,optician,,Avenue Mers Sultan,33.5889573,-7.618669,,,,,,OSM,osm,https://www.openstreetmap.org/node/5633168166,0.6,False,,optician
osm_node_5636182869,Guessous Optic,,,wellness,optician,,Boulevard Abdelmoumen,33.5672085,-7.6264831,,,,,,OSM,osm,https://www.openstreetmap.org/node/5636182869,0.6,False,,optician
osm_node_5636182900,Gam'Optic,,,wellness,optician,,Boulevard Abdelmoumen,33.5773209,-7.6258649,,,,,,OSM,osm,https://www.openstreetmap.org/node/5636182900,0.6,False,,optician
osm_node_5636182962,New Vision,,,wellness,optician,,Boulevard Taddart,33.5567808,-7.6254009,,,,,,OSM,osm,https://www.openstreetmap.org/node/5636182962,0.6,False,,optician
osm_node_5636207691,Optique Optemetrie Miri,,,wellness,optician,,Rue Mostafa Al Maani,33.5873863,-7.6182354,,,,,,OSM,osm,https://www.openstreetmap.org/node/5636207691,0.6,False,,optician
osm_node_5636207693,Alpha Optic,,,wellness,optician,,Rue Omarslaoui,33.5874757,-7.6195885,,,,,,OSM,osm,https://www.openstreetmap.org/node/5636207693,0.6,False,,optician
osm_node_5636207745,Prim Optic,,,wellness,optician,,Avenue Hassan II,33.5866501,-7.621503,,,,,,OSM,osm,https://www.openstreetmap.org/node/5636207745,0.6,False,,optician
osm_node_5636207806,La Lanette,,,wellness,optician,,Rue Agadir,33.5835721,-7.6196972,,,,,,OSM,osm,https://www.openstreetmap.org/node/5636207806,0.6,False,,optician
osm_node_5636207823,Opti Plus,,,wellness,optician,,Rue Mostafa Al Maani,33.5847173,-7.6215559,,,,,,OSM,osm,https://www.openstreetmap.org/node/5636207823,0.6,False,,optician
osm_node_5638347871,Phénix Optique,,,wellness,optician,,Rue Ibn Khalqane,33.5817901,-7.6261096,,,,,,OSM,osm,https://www.openstreetmap.org/node/5638347871,0.6,False,,optician
osm_node_5649874867,Musée de l'Optique,,,wellness,optician,,Rue Racine زنقة راسين,33.5744051,-7.6373472,,,,,,OSM,osm,https://www.openstreetmap.org/node/5649874867,0.6,False,,optician
osm_node_5657167265,Soft Optical,,,wellness,optician,,Rue Hadj Omar Riffi,33.5862289,-7.6149845,,,,,,OSM,osm,https://www.openstreetmap.org/node/5657167265,0.6,False,,optician
osm_node_5657167271,Optic Lux,,,wellness,optician,,Rue Zerhoune,33.5846491,-7.6159447,,,,,,OSM,osm,https://www.openstreetmap.org/node/5657167271,0.6,False,,optician
osm_node_5657167278,Gym Club,Gym Club,,wellness,fitness,,Rue de Suippes,33.584038,-7.6141101,,,,,,OSM,osm,https://www.openstreetmap.org/node/5657167278,0.6,False,,
osm_node_5657167307,Optique Hoidou,,,wellness,optician,,Rue Tarrablous,33.5857194,-7.6187946,,,,,,OSM,osm,https://www.openstreetmap.org/node/5657167307,0.6,False,,optician
osm_node_5657171563,Nabiha Optic,,,wellness,optician,,Boulevard de Khouribga,33.5894095,-7.6079531,,,,,,OSM,osm,https://www.openstreetmap.org/node/5657171563,0.6,False,,optician
osm_node_5664725431,Tahiri Optic,,,wellness,optician,,Boulevard d'Oued Oum Rabia,33.5581186,-7.680649,,,,,,OSM,osm,https://www.openstreetmap.org/node/5664725431,0.6,False,,optician
osm_node_5664725436,Ophtalmologie,,,wellness,optician,,Boulevard d'Oued Oum Rabia,33.556887,-7.6827908,,,,,,OSM,osm,https://www.openstreetmap.org/node/5664725436,0.6,False,,optician
osm_node_5664725439,Optic,,,wellness,optician,,Boulevard Oued Oum Rabia,33.5560689,-7.6834895,,,,,,OSM,osm,https://www.openstreetmap.org/node/5664725439,0.6,False,,optician
osm_node_5664725448,Ophtalmologie,,,wellness,optician,,Rue 48,33.5570697,-7.6828296,,,,,,OSM,osm,https://www.openstreetmap.org/node/5664725448,0.6,False,,optician
osm_node_5685795288,Optic Free Vision,,,wellness,optician,,,33.5421721,-7.6770803,,,,,,OSM,osm,https://www.openstreetmap.org/node/5685795288,0.6,False,,optician
osm_node_6411421121,Opticien Errahma,,,wellness,optician,,,33.536808,-7.7264502,,,,,,OSM,osm,https://www.openstreetmap.org/node/6411421121,0.6,False,,optician
osm_node_6525264994,,,,wellness,hairdresser,,Boulevard de la Gare,33.6119676,-7.5307385,,,,,,OSM,osm,https://www.openstreetmap.org/node/6525264994,0.6,False,,hairdresser
osm_node_6567406903,Gymnaze Zamzam (Sport & Hammam),,,wellness,fitness,,,33.5193395,-7.6446398,,,,,,OSM,osm,https://www.openstreetmap.org/node/6567406903,0.6,False,,
osm_node_6585808985,,,,wellness,hairdresser,,,33.5381309,-7.648052,,,,,,OSM,osm,https://www.openstreetmap.org/node/6585808985,0.6,False,,hairdresser
osm_node_6593172836,Optique Al Hamd,,,wellness,optician,,,33.5140932,-7.654435,,,,,,OSM,osm,https://www.openstreetmap.org/node/6593172836,0.6,False,,optician
osm_node_6670464386,مسجد الامام مالك,Imam malik,مسجد الامام مالك,wellness,optician,,,33.5698486,-7.539567,,,,,,OSM,osm,https://www.openstreetmap.org/node/6670464386,0.6,False,,optician
osm_node_7098401585,,,,wellness,hairdresser,,,33.5533219,-7.7045851,,,,,,OSM,osm,https://www.openstreetmap.org/node/7098401585,0.6,False,,hairdresser
osm_node_7168971472,,,,wellness,fitness,,,33.615508,-7.4969551,,,,,,OSM,osm,https://www.openstreetmap.org/node/7168971472,0.6,False,,
osm_node_7169432318,,,,wellness,fitness,,,33.6105871,-7.4996239,,,,,,OSM,osm,https://www.openstreetmap.org/node/7169432318,0.6,False,,
osm_node_7563521212,City Club,,,wellness,fitness,,Boulevard Mohamed Zerktouni شارع محمد الزرقطوني,33.5918094,-7.6368295,+212 5 22 64 70 00,https://cityclub.fitness/les-clubs/city-club-zarktouni/,,,City Club,OSM,osm,https://www.openstreetmap.org/node/7563521212,0.6,False,,
osm_node_7630113985,عطور ابو ظبي,Parfumerie Abudhabi,عطور ابو ظبي,wellness,beauty,,rue 2 Lot al Houda N124,33.5836411,-7.5257101,,,Mo-Su 10:00-22:30,,,OSM,osm,https://www.openstreetmap.org/node/7630113985,0.6,False,,cosmetics
osm_node_8188539825,Parfumerie Chatér,,,wellness,beauty,,,33.5865449,-7.6079158,,,,,,OSM,osm,https://www.openstreetmap.org/node/8188539825,0.6,False,,cosmetics
osm_node_8500950913,Le Barberon Star,,,wellness,hairdresser,,,33.5860795,-7.6127352,+212 6 15 70 78 92; +212 6 36 47 77 73,,,,,OSM,osm,https://www.openstreetmap.org/node/8500950913,0.6,False,,hairdresser
osm_node_8756483706,Raja Club Athletic,,,wellness,fitness,,,33.5604933,-7.6479668,,,,,,OSM,osm,https://www.openstreetmap.org/node/8756483706,0.6,False,,
osm_node_8758568668,Casa Crossfit,,,wellness,fitness,,Lotissement Ouba,33.5796944,-7.6801845,,,,,,OSM,osm,https://www.openstreetmap.org/node/8758568668,0.6,False,,
osm_node_9052826518,The Gentlemen’s,The Gentlemen’s,,wellness,hairdresser,,Espace Ibnou Katir,33.57627,-7.6462637,+212 5 22 98 58 40,,Mo-Su 09:30-07:30,,,OSM,osm,https://www.openstreetmap.org/node/9052826518,0.6,False,,hairdresser
osm_node_9259498719,Coiffure Bingo,Coiffure Bingo,,wellness,hairdresser,,,33.5751756,-7.6456373,,,,,,OSM,osm,https://www.openstreetmap.org/node/9259498719,0.6,False,,hairdresser
osm_node_9259498720,Zen,Zen,,wellness,hairdresser,,,33.57496,-7.6454741,,,,,,OSM,osm,https://www.openstreetmap.org/node/9259498720,0.6,False,,hairdresser
osm_node_9259605518,Total Look,Total Look,,wellness,beauty,,,33.5752507,-7.6468755,,,,,,OSM,osm,https://www.openstreetmap.org/node/9259605518,0.6,False,,beauty
osm_node_9260468117,Abdel Ghani,Abdel Ghani,,wellness,hairdresser,,,33.575523,-7.646413,,,,,,OSM,osm,https://www.openstreetmap.org/node/9260468117,0.6,False,,hairdresser
osm_node_9620906372,Anytime Fitness,,,wellness,fitness,,,33.5826371,-7.6198185,,,24/7,,Anytime Fitness,OSM,osm,https://www.openstreetmap.org/node/9620906372,0.6,False,,
osm_node_9820636435,Estheslim Minceur & Anti-âge,,,wellness,beauty,,,33.5672405,-7.6386537,,https://estheslim.business.site,,,,OSM,osm,https://www.openstreetmap.org/node/9820636435,0.6,False,,beauty
osm_node_10129002758,Amira Salon,,,wellness,hairdresser,,,33.5963597,-7.6280482,,,,,,OSM,osm,https://www.openstreetmap.org/node/10129002758,0.6,False,,beauty
osm_node_10292837472,Anwar Barber Lounge,,,wellness,hairdresser,,,33.5910209,-7.6325293,+212 520 020 305,,,,,OSM,osm,https://www.openstreetmap.org/node/10292837472,0.6,False,,hairdresser
osm_node_10293840417,Effervosens,,,wellness,beauty,,Rue Jabal Abou Billal,33.593528,-7.6417122,+212 5 22 26 47 15,https://effervosens.ma/,,,,OSM,osm,https://www.openstreetmap.org/node/10293840417,0.6,False,,beauty
osm_node_10293840513,Esthecare,,,wellness,hairdresser,,Rue Abou Hayane Al Gharnati زنقة أبو حيان الغرناطي,33.5856789,-7.6426021,,,,,,OSM,osm,https://www.openstreetmap.org/node/10293840513,0.6,False,,hairdresser
osm_node_10657554005,SPA ONLY COIFFURE,SPA ONLY COIFFURE,,wellness,hairdresser,,,33.5905189,-7.6344021,,,,,,OSM,osm,https://www.openstreetmap.org/node/10657554005,0.6,False,,hairdresser
osm_node_10789710887,,,,wellness,fitness,,,33.5986802,-7.6369146,,,,,,OSM,osm,https://www.openstreetmap.org/node/10789710887,0.6,False,,
osm_node_11214425247,الحلاق كريم,,,wellness,hairdresser,,,33.5673981,-7.6062012,,,,,,OSM,osm,https://www.openstreetmap.org/node/11214425247,0.6,False,,hairdresser
osm_node_11217016124,موقف السيارات,,,wellness,spa,,,33.5762024,-7.564899,,,,,,OSM,osm,https://www.openstreetmap.org/node/11217016124,0.6,False,parking_space,
osm_node_11218752151,موقف السيارات,,,wellness,spa,,,33.5885735,-7.612102,,,,,,OSM,osm,https://www.openstreetmap.org/node/11218752151,0.6,False,parking_space,
